open_time,open,high,low,close,volume
2024-06-21 06:00:00,0.6661,0.66614,0.6659,0.66606,400.0
2024-06-21 06:15:00,0.66606,0.66653,0.66599,0.66646,400.0
2024-06-21 06:30:00,0.66646,0.66668,0.66643,0.66664,328.0
2024-06-21 06:45:00,0.66664,0.66672,0.66655,0.66665,267.0
2024-06-21 07:00:00,0.66665,0.6668,0.6666,0.66675,228.0
2024-06-21 07:15:00,0.66675,0.66681,0.66671,0.66676,208.0
2024-06-21 07:30:00,0.66676,0.6668,0.66657,0.66671,211.0
2024-06-21 07:45:00,0.66671,0.66681,0.66668,0.66674,392.0
2024-06-21 08:00:00,0.66674,0.66697,0.66666,0.6667,427.0
2024-06-21 08:15:00,0.6667,0.66677,0.66661,0.66664,431.0
2024-06-21 08:30:00,0.66665,0.66683,0.66653,0.66657,420.0
2024-06-21 08:45:00,0.66657,0.66659,0.66622,0.66641,471.0
2024-06-21 09:00:00,0.66641,0.66658,0.66626,0.66635,643.0
2024-06-21 09:15:00,0.66636,0.66642,0.6662,0.66624,569.0
2024-06-21 09:30:00,0.66624,0.66648,0.66606,0.66619,614.0
2024-06-21 09:45:00,0.66619,0.66631,0.66611,0.66627,558.0
2024-06-21 10:00:00,0.66626,0.6663,0.66588,0.66598,797.0
2024-06-21 10:15:00,0.66597,0.666,0.66542,0.66557,891.0
2024-06-21 10:30:00,0.66557,0.66557,0.66469,0.66528,1279.0
2024-06-21 10:45:00,0.66528,0.66532,0.66471,0.66508,997.0
2024-06-21 11:00:00,0.66508,0.6657,0.6649,0.66565,973.0
2024-06-21 11:15:00,0.66566,0.66574,0.66517,0.66536,1022.0
2024-06-21 11:30:00,0.66535,0.66574,0.6652,0.66574,897.0
2024-06-21 11:45:00,0.66574,0.66576,0.66524,0.66533,676.0
2024-06-21 12:00:00,0.66533,0.66547,0.66512,0.66512,689.0
2024-06-21 12:15:00,0.66511,0.66511,0.66457,0.66481,761.0
2024-06-21 12:30:00,0.6648,0.66506,0.66477,0.66489,619.0
2024-06-21 12:45:00,0.66489,0.66523,0.66478,0.6652,644.0
2024-06-21 13:00:00,0.6652,0.66526,0.66478,0.66483,629.0
2024-06-21 13:15:00,0.66483,0.66512,0.66472,0.66501,570.0
