open_time,open,high,low,close,volume
2025-01-02 00:00:00,1.43736,1.43804,1.43726,1.4375499999999999,83.0
2025-01-02 00:15:00,1.43742,1.43773,1.4373,1.4374,121.0
2025-01-02 00:30:00,1.43734,1.4383,1.43734,1.43818,298.0
2025-01-02 00:45:00,1.43819,1.43826,1.4380600000000001,1.4381,40.0
2025-01-02 01:00:00,1.43811,1.43826,1.43734,1.43758,388.0
2025-01-02 01:15:00,1.43757,1.43769,1.43747,1.4374799999999999,603.0
2025-01-02 01:30:00,1.4374799999999999,1.43792,1.43732,1.43784,406.0
2025-01-02 01:45:00,1.43784,1.4379,1.43747,1.4375499999999999,493.0
2025-01-02 02:00:00,1.4375499999999999,1.43825,1.43754,1.4382,337.0
2025-01-02 02:15:00,1.43819,1.4386,1.4381300000000001,1.43829,354.0
2025-01-02 02:30:00,1.43829,1.43851,1.4381599999999999,1.43817,226.0
2025-01-02 02:45:00,1.43817,1.43817,1.43741,1.43791,349.0
2025-01-02 03:00:00,1.43791,1.43812,1.43756,1.43778,520.0
2025-01-02 03:15:00,1.43778,1.43778,1.43715,1.4372500000000001,382.0
2025-01-02 03:30:00,1.43726,1.43747,1.4369100000000001,1.43705,445.0
2025-01-02 03:45:00,1.43705,1.43741,1.43705,1.43732,526.0
2025-01-02 04:00:00,1.43732,1.43751,1.43724,1.43747,434.0
2025-01-02 04:15:00,1.4374799999999999,1.43766,1.43737,1.43737,348.0
2025-01-02 04:30:00,1.43738,1.43771,1.43737,1.43746,440.0
2025-01-02 04:45:00,1.43746,1.4374799999999999,1.4371399999999999,1.43723,447.0
2025-01-02 05:00:00,1.43722,1.43783,1.43722,1.4378199999999999,320.0
2025-01-02 05:15:00,1.4378199999999999,1.4378600000000001,1.4375499999999999,1.43767,206.0
2025-01-02 05:30:00,1.43768,1.43774,1.43747,1.43762,261.0
2025-01-02 05:45:00,1.43762,1.4378600000000001,1.4375200000000001,1.43766,248.0
2025-01-02 06:00:00,1.43766,1.43776,1.43735,1.43738,267.0
2025-01-02 06:15:00,1.43738,1.43768,1.43734,1.43761,311.0
2025-01-02 06:30:00,1.4376,1.43774,1.43753,1.4377,273.0
2025-01-02 06:45:00,1.43769,1.43778,1.4375200000000001,1.43766,285.0
2025-01-02 07:00:00,1.43766,1.43802,1.43762,1.43765,334.0
2025-01-02 07:15:00,1.43763,1.4377499999999999,1.4375,1.43767,253.0
2025-01-02 07:30:00,1.43766,1.4377900000000001,1.4376,1.43768,225.0
2025-01-02 07:45:00,1.43768,1.43771,1.4371,1.43712,279.0
2025-01-02 08:00:00,1.43712,1.43751,1.43708,1.43749,336.0
2025-01-02 08:15:00,1.43749,1.4378199999999999,1.43747,1.43777,438.0
2025-01-02 08:30:00,1.43777,1.43791,1.43749,1.43771,460.0
2025-01-02 08:45:00,1.43771,1.43794,1.43765,1.43781,331.0
2025-01-02 09:00:00,1.43781,1.43823,1.43768,1.4380600000000001,851.0
2025-01-02 09:15:00,1.4380600000000001,1.43873,1.43791,1.43866,614.0
2025-01-02 09:30:00,1.4386700000000001,1.43953,1.43866,1.43942,737.0
2025-01-02 09:45:00,1.43942,1.44078,1.4393,1.44049,886.0
2025-01-02 10:00:00,1.44047,1.44101,1.44002,1.44078,868.0
2025-01-02 10:15:00,1.44078,1.44194,1.44058,1.44193,866.0
2025-01-02 10:30:00,1.44193,1.44223,1.44103,1.44127,833.0
2025-01-02 10:45:00,1.44126,1.4415200000000001,1.44077,1.44107,846.0
2025-01-02 11:00:00,1.44107,1.44131,1.44056,1.44059,988.0
2025-01-02 11:15:00,1.4405700000000001,1.44131,1.44034,1.44122,1097.0
2025-01-02 11:30:00,1.44122,1.44146,1.44098,1.4411,592.0
2025-01-02 11:45:00,1.4411,1.4416,1.44085,1.44146,626.0
2025-01-02 12:00:00,1.44147,1.44164,1.4411800000000001,1.44136,577.0
2025-01-02 12:15:00,1.44136,1.4415200000000001,1.44097,1.44119,567.0
2025-01-02 12:30:00,1.44119,1.44258,1.44119,1.44207,974.0
2025-01-02 12:45:00,1.44207,1.44287,1.44207,1.44255,1211.0
2025-01-02 13:00:00,1.44256,1.4426700000000001,1.44167,1.44181,795.0
2025-01-02 13:15:00,1.44181,1.44237,1.44167,1.44237,763.0
2025-01-02 13:30:00,1.44237,1.44282,1.44197,1.44207,786.0
2025-01-02 13:45:00,1.44208,1.44211,1.44166,1.44181,645.0
2025-01-02 14:00:00,1.44181,1.44239,1.44168,1.44214,694.0
2025-01-02 14:15:00,1.44214,1.44276,1.4420899999999999,1.44226,579.0
2025-01-02 14:30:00,1.44226,1.44253,1.44187,1.4419,685.0
2025-01-02 14:45:00,1.4419,1.44255,1.4417,1.44229,710.0
2025-01-02 15:00:00,1.44229,1.4426700000000001,1.44183,1.44264,1002.0
2025-01-02 15:15:00,1.44264,1.44299,1.44241,1.44251,1087.0
