open_time,open,high,low,close,volume
2024-06-21 06:00:00,1.0717,1.0717,1.07138,1.07148,307.0
2024-06-21 06:15:00,1.07148,1.07164,1.07138,1.07157,289.0
2024-06-21 06:30:00,1.07157,1.07162,1.07152,1.07158,262.0
2024-06-21 06:45:00,1.07158,1.07166,1.07153,1.07164,349.0
2024-06-21 07:00:00,1.07164,1.07165,1.07154,1.07163,227.0
2024-06-21 07:15:00,1.07163,1.07165,1.07162,1.07164,204.0
2024-06-21 07:30:00,1.07164,1.07177,1.07156,1.07165,271.0
2024-06-21 07:45:00,1.07165,1.07187,1.07165,1.07185,430.0
2024-06-21 08:00:00,1.07185,1.0719400000000001,1.0718,1.07186,601.0
2024-06-21 08:15:00,1.07186,1.07199,1.07184,1.07195,484.0
2024-06-21 08:30:00,1.07195,1.07199,1.07179,1.0718,458.0
2024-06-21 08:45:00,1.0718,1.07181,1.07151,1.0718,590.0
2024-06-21 09:00:00,1.0718,1.07206,1.07167,1.072,985.0
2024-06-21 09:15:00,1.072,1.07206,1.07174,1.07179,783.0
2024-06-21 09:30:00,1.07179,1.07181,1.07119,1.0713300000000001,735.0
2024-06-21 09:45:00,1.0713300000000001,1.07151,1.07086,1.071,1155.0
2024-06-21 10:00:00,1.071,1.07103,1.07018,1.07063,944.0
2024-06-21 10:15:00,1.07063,1.07063,1.0691,1.06987,1347.0
2024-06-21 10:30:00,1.06987,1.06987,1.06711,1.068,1874.0
2024-06-21 10:45:00,1.068,1.06816,1.06761,1.0678,1305.0
2024-06-21 11:00:00,1.06779,1.06896,1.06761,1.06895,1179.0
2024-06-21 11:15:00,1.06895,1.06898,1.06812,1.06845,993.0
2024-06-21 11:30:00,1.06845,1.06948,1.06817,1.06947,1357.0
2024-06-21 11:45:00,1.06947,1.06956,1.06893,1.06911,1109.0
2024-06-21 12:00:00,1.0691,1.06937,1.06867,1.06867,1114.0
2024-06-21 12:15:00,1.06865,1.06883,1.06835,1.06871,1159.0
2024-06-21 12:30:00,1.06868,1.06949,1.06867,1.06945,1045.0
2024-06-21 12:45:00,1.06945,1.06983,1.06934,1.06979,963.0
2024-06-21 13:00:00,1.06979,1.06982,1.06918,1.06923,898.0
2024-06-21 13:15:00,1.06923,1.06925,1.06863,1.0689899999999999,859.0
2024-06-21 13:30:00,1.0689899999999999,1.06902,1.06807,1.06819,1088.0
2024-06-21 13:45:00,1.06817,1.06839,1.06767,1.06811,1050.0
2024-06-21 14:00:00,1.0681,1.06863,1.06798,1.0685,1197.0
2024-06-21 14:15:00,1.0685,1.0687,1.06827,1.06865,1191.0
2024-06-21 14:30:00,1.06865,1.06873,1.06834,1.0684,791.0
